example,split,start,end,duration_minutes,frames
KTLX-20230103T022904-035904-237,training,2023-01-03T02:29:04+00:00,2023-01-03T03:59:04+00:00,90.0,30
KTLX-20230216T000536-012134-238,training,2023-02-16T00:05:36+00:00,2023-02-16T01:21:34+00:00,75.967,30
KTLX-20230216T015346-024354-239,training,2023-02-16T01:53:46+00:00,2023-02-16T02:43:54+00:00,50.133,30
KTLX-20230216T025610-034111-240,training,2023-02-16T02:56:10+00:00,2023-02-16T03:41:11+00:00,45.017,30
KTLX-20230222T065034-075540-241,training,2023-02-22T06:50:34+00:00,2023-02-22T07:55:40+00:00,65.1,30
KTLX-20230222T080915-090356-242,training,2023-02-22T08:09:15+00:00,2023-02-22T09:03:56+00:00,54.683,30
KTLX-20230222T102049-111720-243,training,2023-02-22T10:20:49+00:00,2023-02-22T11:17:20+00:00,56.517,30
KTLX-20230222T113732-123523-244,training,2023-02-22T11:37:32+00:00,2023-02-22T12:35:23+00:00,57.85,30
KTLX-20230222T125423-135145-245,training,2023-02-22T12:54:23+00:00,2023-02-22T13:51:45+00:00,57.367,30
KTLX-20230222T171858-183355-246,training,2023-02-22T17:18:58+00:00,2023-02-22T18:33:55+00:00,74.95,30
KTLX-20230227T042227-050813-247,training,2023-02-27T04:22:27+00:00,2023-02-27T05:08:13+00:00,45.767,30
KTLX-20230227T053604-062222-248,training,2023-02-27T05:36:04+00:00,2023-02-27T06:22:22+00:00,46.3,30
KTLX-20230302T212146-221427-249,training,2023-03-02T21:21:46+00:00,2023-03-02T22:14:27+00:00,52.683,30
KTLX-20230303T002027-010632-250,training,2023-03-03T00:20:27+00:00,2023-03-03T01:06:32+00:00,46.083,30
KTLX-20230303T023749-035535-251,training,2023-03-03T02:37:49+00:00,2023-03-03T03:55:35+00:00,77.767,30
KTLX-20230303T040842-052422-252,training,2023-03-03T04:08:42+00:00,2023-03-03T05:24:22+00:00,75.667,30
KTLX-20230303T082546-093847-253,training,2023-03-03T08:25:46+00:00,2023-03-03T09:38:47+00:00,73.017,30
KTLX-20230303T094123-105156-254,training,2023-03-03T09:41:23+00:00,2023-03-03T10:51:56+00:00,70.55,30
KTLX-20230303T122617-132400-255,training,2023-03-03T12:26:17+00:00,2023-03-03T13:24:00+00:00,57.717,30
KTLX-20230312T011437-021631-256,training,2023-03-12T01:14:37+00:00,2023-03-12T02:16:31+00:00,61.9,30
KTLX-20230312T032808-044033-257,training,2023-03-12T03:28:08+00:00,2023-03-12T04:40:33+00:00,72.417,30
KTLX-20230312T045024-060305-258,training,2023-03-12T04:50:24+00:00,2023-03-12T06:03:05+00:00,72.683,30
KTLX-20230312T060818-071210-259,training,2023-03-12T06:08:18+00:00,2023-03-12T07:12:10+00:00,63.867,30
KTLX-20230312T071400-084144-260,training,2023-03-12T07:14:00+00:00,2023-03-12T08:41:44+00:00,87.733,30
KTLX-20230312T115308-131337-261,training,2023-03-12T11:53:08+00:00,2023-03-12T13:13:37+00:00,80.483,30
KTLX-20230316T180625-192439-262,training,2023-03-16T18:06:25+00:00,2023-03-16T19:24:39+00:00,78.233,30
KTLX-20230316T192731-202113-263,training,2023-03-16T19:27:31+00:00,2023-03-16T20:21:13+00:00,53.7,30
KTLX-20230316T205804-214524-264,training,2023-03-16T20:58:04+00:00,2023-03-16T21:45:24+00:00,47.333,30
KTLX-20230316T222212-234210-265,training,2023-03-16T22:22:12+00:00,2023-03-16T23:42:10+00:00,79.967,30
KTLX-20230403T003844-013911-266,training,2023-04-03T00:38:44+00:00,2023-04-03T01:39:11+00:00,60.45,30
KTLX-20230414T200542-212136-267,training,2023-04-14T20:05:42+00:00,2023-04-14T21:21:36+00:00,75.9,30
KTLX-20230414T212537-222559-268,training,2023-04-14T21:25:37+00:00,2023-04-14T22:25:59+00:00,60.367,30
KTLX-20230415T011544-021718-269,training,2023-04-15T01:15:44+00:00,2023-04-15T02:17:18+00:00,61.567,30
KTLX-20230415T021917-034536-270,training,2023-04-15T02:19:17+00:00,2023-04-15T03:45:36+00:00,86.317,30
KTLX-20230419T222437-233325-271,training,2023-04-19T22:24:37+00:00,2023-04-19T23:33:25+00:00,68.8,30
KTLX-20230420T002044-010844-272,training,2023-04-20T00:20:44+00:00,2023-04-20T01:08:44+00:00,48.0,30
KTLX-20230420T011339-020236-273,training,2023-04-20T01:13:39+00:00,2023-04-20T02:02:36+00:00,48.95,30
KTLX-20230420T020928-025821-274,training,2023-04-20T02:09:28+00:00,2023-04-20T02:58:21+00:00,48.883,30
KTLX-20230420T030134-034746-275,training,2023-04-20T03:01:34+00:00,2023-04-20T03:47:46+00:00,46.2,30
KTLX-20230420T091502-100600-276,training,2023-04-20T09:15:02+00:00,2023-04-20T10:06:00+00:00,50.967,30
KTLX-20230507T001527-013311-277,training,2023-05-07T00:15:27+00:00,2023-05-07T01:33:11+00:00,77.733,30
KTLX-20230507T015720-031544-278,training,2023-05-07T01:57:20+00:00,2023-05-07T03:15:44+00:00,78.4,30
KTLX-20230507T033649-045129-279,training,2023-05-07T03:36:49+00:00,2023-05-07T04:51:29+00:00,74.667,30
KTLX-20230511T181649-193835-280,training,2023-05-11T18:16:49+00:00,2023-05-11T19:38:35+00:00,81.767,30
KTLX-20230511T203356-215822-281,training,2023-05-11T20:33:56+00:00,2023-05-11T21:58:22+00:00,84.433,30
KTLX-20230511T220028-230729-282,training,2023-05-11T22:00:28+00:00,2023-05-11T23:07:29+00:00,67.017,30
KTLX-20230512T005111-013717-283,training,2023-05-12T00:51:11+00:00,2023-05-12T01:37:17+00:00,46.1,30
KTLX-20230512T014021-022729-284,training,2023-05-12T01:40:21+00:00,2023-05-12T02:27:29+00:00,47.133,30
KTLX-20230512T031605-040530-285,training,2023-05-12T03:16:05+00:00,2023-05-12T04:05:30+00:00,49.417,30
KTLX-20230512T041345-050034-286,training,2023-05-12T04:13:45+00:00,2023-05-12T05:00:34+00:00,46.817,30
KTLX-20230512T060251-065337-287,training,2023-05-12T06:02:51+00:00,2023-05-12T06:53:37+00:00,50.767,30
KTLX-20230512T082020-093218-288,training,2023-05-12T08:20:20+00:00,2023-05-12T09:32:18+00:00,71.967,30
KTLX-20230512T114354-125444-289,training,2023-05-12T11:43:54+00:00,2023-05-12T12:54:44+00:00,70.833,30
KTLX-20230512T182101-193956-290,training,2023-05-12T18:21:01+00:00,2023-05-12T19:39:56+00:00,78.917,30
KTLX-20230513T010135-022436-291,training,2023-05-13T01:01:35+00:00,2023-05-13T02:24:36+00:00,83.017,30
KTLX-20230513T025349-035825-292,training,2023-05-13T02:53:49+00:00,2023-05-13T03:58:25+00:00,64.6,30
KTLX-20230513T041540-051052-293,training,2023-05-13T04:15:40+00:00,2023-05-13T05:10:52+00:00,55.2,30
KTLX-20230513T055840-065836-294,training,2023-05-13T05:58:40+00:00,2023-05-13T06:58:36+00:00,59.933,30
KTLX-20230513T071259-080725-295,training,2023-05-13T07:12:59+00:00,2023-05-13T08:07:25+00:00,54.433,30
KTLX-20230513T083313-093014-296,training,2023-05-13T08:33:13+00:00,2023-05-13T09:30:14+00:00,57.017,30
KTLX-20230513T111515-120901-297,training,2023-05-13T11:15:15+00:00,2023-05-13T12:09:01+00:00,53.767,30
KTLX-20230513T125607-134359-298,training,2023-05-13T12:56:07+00:00,2023-05-13T13:43:59+00:00,47.867,30
KTLX-20230513T141749-150530-299,training,2023-05-13T14:17:49+00:00,2023-05-13T15:05:30+00:00,47.683,30
KTLX-20230513T160450-164951-300,training,2023-05-13T16:04:50+00:00,2023-05-13T16:49:51+00:00,45.017,30
KTLX-20230513T205041-213743-301,training,2023-05-13T20:50:41+00:00,2023-05-13T21:37:43+00:00,47.033,30
KTLX-20230513T221103-230757-302,training,2023-05-13T22:11:03+00:00,2023-05-13T23:07:57+00:00,56.9,30
KTLX-20230514T005044-014625-303,training,2023-05-14T00:50:44+00:00,2023-05-14T01:46:25+00:00,55.683,30
KTLX-20230514T054715-063247-304,training,2023-05-14T05:47:15+00:00,2023-05-14T06:32:47+00:00,45.533,30
KTLX-20230514T065739-080326-305,training,2023-05-14T06:57:39+00:00,2023-05-14T08:03:26+00:00,65.783,30
KTLX-20230514T090039-101507-306,training,2023-05-14T09:00:39+00:00,2023-05-14T10:15:07+00:00,74.467,30
KTLX-20230514T133926-145829-307,training,2023-05-14T13:39:26+00:00,2023-05-14T14:58:29+00:00,79.05,30
KTLX-20230514T151421-163005-308,training,2023-05-14T15:14:21+00:00,2023-05-14T16:30:05+00:00,75.733,30
KTLX-20230514T171624-182328-309,training,2023-05-14T17:16:24+00:00,2023-05-14T18:23:28+00:00,67.067,30
KTLX-20230514T182818-193837-310,training,2023-05-14T18:28:18+00:00,2023-05-14T19:38:37+00:00,70.317,30
KTLX-20230514T195858-210443-311,training,2023-05-14T19:58:58+00:00,2023-05-14T21:04:43+00:00,65.75,30
KTLX-20230514T213143-223259-312,training,2023-05-14T21:31:43+00:00,2023-05-14T22:32:59+00:00,61.267,30
KTLX-20230514T225336-235815-313,training,2023-05-14T22:53:36+00:00,2023-05-14T23:58:15+00:00,64.65,30
KTLX-20230515T001135-011333-314,training,2023-05-15T00:11:35+00:00,2023-05-15T01:13:33+00:00,61.967,30
KTLX-20230515T052450-063438-315,training,2023-05-15T05:24:50+00:00,2023-05-15T06:34:38+00:00,69.8,30
KTLX-20230515T075825-091527-316,training,2023-05-15T07:58:25+00:00,2023-05-15T09:15:27+00:00,77.033,30
KTLX-20230515T101658-113339-317,training,2023-05-15T10:16:58+00:00,2023-05-15T11:33:39+00:00,76.683,30
KTLX-20230515T120605-131757-318,training,2023-05-15T12:06:05+00:00,2023-05-15T13:17:57+00:00,71.867,30
KTLX-20230515T160403-172224-319,training,2023-05-15T16:04:03+00:00,2023-05-15T17:22:24+00:00,78.35,30
KTLX-20230515T173023-184800-320,training,2023-05-15T17:30:23+00:00,2023-05-15T18:48:00+00:00,77.617,30
KTLX-20230515T200526-210550-321,training,2023-05-15T20:05:26+00:00,2023-05-15T21:05:50+00:00,60.4,30
KTLX-20230515T214747-224617-322,training,2023-05-15T21:47:47+00:00,2023-05-15T22:46:17+00:00,58.5,30
KTLX-20230516T003145-012919-323,training,2023-05-16T00:31:45+00:00,2023-05-16T01:29:19+00:00,57.567,30
KTLX-20230516T031529-041347-324,training,2023-05-16T03:15:29+00:00,2023-05-16T04:13:47+00:00,58.3,30
KTLX-20230516T050410-060434-325,training,2023-05-16T05:04:10+00:00,2023-05-16T06:04:34+00:00,60.4,30
KTLX-20230516T062145-072522-326,training,2023-05-16T06:21:45+00:00,2023-05-16T07:25:22+00:00,63.617,30
KTLX-20230519T095636-105630-327,training,2023-05-19T09:56:36+00:00,2023-05-19T10:56:30+00:00,59.9,30
KTLX-20230519T121215-130306-328,training,2023-05-19T12:12:15+00:00,2023-05-19T13:03:06+00:00,50.85,30
KTLX-20230519T130502-135936-329,training,2023-05-19T13:05:02+00:00,2023-05-19T13:59:36+00:00,54.567,30
KTLX-20230519T150434-155309-330,training,2023-05-19T15:04:34+00:00,2023-05-19T15:53:09+00:00,48.583,30
KTLX-20230519T155634-164144-331,training,2023-05-19T15:56:34+00:00,2023-05-19T16:41:44+00:00,45.167,30
KTLX-20230519T170326-174900-332,training,2023-05-19T17:03:26+00:00,2023-05-19T17:49:00+00:00,45.567,30
KTLX-20230519T201102-210201-333,training,2023-05-19T20:11:02+00:00,2023-05-19T21:02:01+00:00,50.983,30
KTLX-20230519T211312-220430-334,training,2023-05-19T21:13:12+00:00,2023-05-19T22:04:30+00:00,51.3,30
KTLX-20230519T222654-231329-335,training,2023-05-19T22:26:54+00:00,2023-05-19T23:13:29+00:00,46.583,30
KTLX-20230520T013729-024130-336,training,2023-05-20T01:37:29+00:00,2023-05-20T02:41:30+00:00,64.017,30
KTLX-20230522T224542-235434-337,training,2023-05-22T22:45:42+00:00,2023-05-22T23:54:34+00:00,68.867,30
KTLX-20230523T005834-015709-338,training,2023-05-23T00:58:34+00:00,2023-05-23T01:57:09+00:00,58.583,30
KTLX-20230523T020729-032705-339,training,2023-05-23T02:07:29+00:00,2023-05-23T03:27:05+00:00,79.6,30
KTLX-20230529T215911-230814-340,training,2023-05-29T21:59:11+00:00,2023-05-29T23:08:14+00:00,69.05,30
KTLX-20230530T011720-021606-341,training,2023-05-30T01:17:20+00:00,2023-05-30T02:16:06+00:00,58.767,30
KTLX-20230530T040931-052023-342,training,2023-05-30T04:09:31+00:00,2023-05-30T05:20:23+00:00,70.867,30
KTLX-20230530T073553-084226-343,training,2023-05-30T07:35:53+00:00,2023-05-30T08:42:26+00:00,66.55,30
KTLX-20230530T174227-185050-344,training,2023-05-30T17:42:27+00:00,2023-05-30T18:50:50+00:00,68.383,30
KTLX-20230530T190247-200500-345,training,2023-05-30T19:02:47+00:00,2023-05-30T20:05:00+00:00,62.217,30
KTLX-20230530T205714-220308-346,training,2023-05-30T20:57:14+00:00,2023-05-30T22:03:08+00:00,65.9,30
KTLX-20230530T221955-233828-347,training,2023-05-30T22:19:55+00:00,2023-05-30T23:38:28+00:00,78.55,30
KTLX-20230531T055856-072046-348,training,2023-05-31T05:58:56+00:00,2023-05-31T07:20:46+00:00,81.833,30
KTLX-20230531T073521-083413-349,training,2023-05-31T07:35:21+00:00,2023-05-31T08:34:13+00:00,58.867,30
KTLX-20230531T091015-101056-350,training,2023-05-31T09:10:15+00:00,2023-05-31T10:10:56+00:00,60.683,30
KTLX-20230531T102520-112528-351,training,2023-05-31T10:25:20+00:00,2023-05-31T11:25:28+00:00,60.133,30
KTLX-20230531T171720-184510-352,training,2023-05-31T17:17:20+00:00,2023-05-31T18:45:10+00:00,87.833,30
KTLX-20230531T193928-203955-353,training,2023-05-31T19:39:28+00:00,2023-05-31T20:39:55+00:00,60.45,30
KTLX-20230531T204206-220214-354,training,2023-05-31T20:42:06+00:00,2023-05-31T22:02:14+00:00,80.133,30
KTLX-20230531T222030-232743-355,training,2023-05-31T22:20:30+00:00,2023-05-31T23:27:43+00:00,67.217,30
KTLX-20230601T002857-014413-356,training,2023-06-01T00:28:57+00:00,2023-06-01T01:44:13+00:00,75.267,30
KTLX-20230601T020219-030157-357,training,2023-06-01T02:02:19+00:00,2023-06-01T03:01:57+00:00,59.633,30
KTLX-20230601T043926-054008-358,training,2023-06-01T04:39:26+00:00,2023-06-01T05:40:08+00:00,60.7,30
KTLX-20230601T072259-082151-359,training,2023-06-01T07:22:59+00:00,2023-06-01T08:21:51+00:00,58.867,30
KTLX-20230601T090829-101055-360,training,2023-06-01T09:08:29+00:00,2023-06-01T10:10:55+00:00,62.433,30
KTLX-20230601T155112-165446-361,training,2023-06-01T15:51:12+00:00,2023-06-01T16:54:46+00:00,63.567,30
KTLX-20230601T182144-193429-362,training,2023-06-01T18:21:44+00:00,2023-06-01T19:34:29+00:00,72.75,30
KTLX-20230601T194645-205906-363,training,2023-06-01T19:46:45+00:00,2023-06-01T20:59:06+00:00,72.35,30
KTLX-20230601T221450-233138-364,training,2023-06-01T22:14:50+00:00,2023-06-01T23:31:38+00:00,76.8,30
KTLX-20230602T001322-012749-365,training,2023-06-02T00:13:22+00:00,2023-06-02T01:27:49+00:00,74.45,30
KTLX-20230602T044907-061426-366,training,2023-06-02T04:49:07+00:00,2023-06-02T06:14:26+00:00,85.317,30
KTLX-20230616T003051-014209-367,training,2023-06-16T00:30:51+00:00,2023-06-16T01:42:09+00:00,71.3,30
KTLX-20230616T023835-035308-368,training,2023-06-16T02:38:35+00:00,2023-06-16T03:53:08+00:00,74.55,30
KTLX-20230616T040549-051559-369,training,2023-06-16T04:05:49+00:00,2023-06-16T05:15:59+00:00,70.167,30
KTLX-20230616T053135-063218-370,training,2023-06-16T05:31:35+00:00,2023-06-16T06:32:18+00:00,60.717,30
KTLX-20230616T065014-074822-371,training,2023-06-16T06:50:14+00:00,2023-06-16T07:48:22+00:00,58.133,30
KTLX-20230616T075430-091316-372,training,2023-06-16T07:54:30+00:00,2023-06-16T09:13:16+00:00,78.767,30
KTLX-20230616T092153-102258-373,training,2023-06-16T09:21:53+00:00,2023-06-16T10:22:58+00:00,61.083,30
KTLX-20230616T102706-112638-374,training,2023-06-16T10:27:06+00:00,2023-06-16T11:26:38+00:00,59.533,30
KTLX-20230616T113230-122756-375,training,2023-06-16T11:32:30+00:00,2023-06-16T12:27:56+00:00,55.433,30
KTLX-20230616T130947-140846-376,training,2023-06-16T13:09:47+00:00,2023-06-16T14:08:46+00:00,58.983,30
KTLX-20230616T154454-164644-377,training,2023-06-16T15:44:54+00:00,2023-06-16T16:46:44+00:00,61.833,30
KTLX-20230618T030338-035230-378,training,2023-06-18T03:03:38+00:00,2023-06-18T03:52:30+00:00,48.867,30
KTLX-20230618T040100-044836-379,training,2023-06-18T04:01:00+00:00,2023-06-18T04:48:36+00:00,47.6,30
KTLX-20230618T053816-062628-380,training,2023-06-18T05:38:16+00:00,2023-06-18T06:26:28+00:00,48.2,30
KTLX-20230618T062748-075555-381,training,2023-06-18T06:27:48+00:00,2023-06-18T07:55:55+00:00,88.117,30
KTLX-20230622T020156-032926-382,training,2023-06-22T02:01:56+00:00,2023-06-22T03:29:26+00:00,87.5,30
KTLX-20230622T070108-080234-383,training,2023-06-22T07:01:08+00:00,2023-06-22T08:02:34+00:00,61.433,30
KTLX-20230622T081322-091529-384,training,2023-06-22T08:13:22+00:00,2023-06-22T09:15:29+00:00,62.117,30
KTLX-20230622T203026-214310-385,training,2023-06-22T20:30:26+00:00,2023-06-22T21:43:10+00:00,72.733,30
KTLX-20230622T222357-232249-386,training,2023-06-22T22:23:57+00:00,2023-06-22T23:22:49+00:00,58.867,30
KTLX-20230623T000422-011553-387,training,2023-06-23T00:04:22+00:00,2023-06-23T01:15:53+00:00,71.517,30
KTLX-20230623T015736-030920-388,training,2023-06-23T01:57:36+00:00,2023-06-23T03:09:20+00:00,71.733,30
KTLX-20230623T035642-051937-389,training,2023-06-23T03:56:42+00:00,2023-06-23T05:19:37+00:00,82.917,30
KTLX-20230623T170103-182957-390,training,2023-06-23T17:01:03+00:00,2023-06-23T18:29:57+00:00,88.9,30
KTLX-20230623T184812-200528-391,training,2023-06-23T18:48:12+00:00,2023-06-23T20:05:28+00:00,77.267,30
KTLX-20230623T210326-220800-392,training,2023-06-23T21:03:26+00:00,2023-06-23T22:08:00+00:00,64.567,30
KTLX-20230624T045538-055510-393,training,2023-06-24T04:55:38+00:00,2023-06-24T05:55:10+00:00,59.533,30
KTLX-20230624T055709-065826-394,training,2023-06-24T05:57:09+00:00,2023-06-24T06:58:26+00:00,61.283,30
KTLX-20230624T092100-102725-395,training,2023-06-24T09:21:00+00:00,2023-06-24T10:27:25+00:00,66.417,30
KTLX-20230624T102909-112453-396,training,2023-06-24T10:29:09+00:00,2023-06-24T11:24:53+00:00,55.733,30
KTLX-20230624T131552-142323-397,training,2023-06-24T13:15:52+00:00,2023-06-24T14:23:23+00:00,67.517,30
KTLX-20230624T144032-155115-398,training,2023-06-24T14:40:32+00:00,2023-06-24T15:51:15+00:00,70.717,30
KTLX-20230624T164932-180005-399,training,2023-06-24T16:49:32+00:00,2023-06-24T18:00:05+00:00,70.55,30
KTLX-20230703T164356-181310-400,training,2023-07-03T16:43:56+00:00,2023-07-03T18:13:10+00:00,89.233,30
KTLX-20230703T193542-205250-401,training,2023-07-03T19:35:42+00:00,2023-07-03T20:52:50+00:00,77.133,30
KTLX-20230703T210851-222307-402,training,2023-07-03T21:08:51+00:00,2023-07-03T22:23:07+00:00,74.267,30
KTLX-20230704T003418-014845-403,training,2023-07-04T00:34:18+00:00,2023-07-04T01:48:45+00:00,74.45,30
KTLX-20230704T024216-034307-404,training,2023-07-04T02:42:16+00:00,2023-07-04T03:43:07+00:00,60.85,30
KTLX-20230704T045002-054828-405,training,2023-07-04T04:50:02+00:00,2023-07-04T05:48:28+00:00,58.433,30
KTLX-20230704T065828-081120-406,training,2023-07-04T06:58:28+00:00,2023-07-04T08:11:20+00:00,72.867,30
KTLX-20230704T085720-101357-407,training,2023-07-04T08:57:20+00:00,2023-07-04T10:13:57+00:00,76.617,30
KTLX-20230704T144735-154338-408,training,2023-07-04T14:47:35+00:00,2023-07-04T15:43:38+00:00,56.05,30
KTLX-20230704T155259-164944-409,training,2023-07-04T15:52:59+00:00,2023-07-04T16:49:44+00:00,56.75,30
KTLX-20230704T170946-180935-410,training,2023-07-04T17:09:46+00:00,2023-07-04T18:09:35+00:00,59.817,30
KTLX-20230704T181920-191521-411,training,2023-07-04T18:19:20+00:00,2023-07-04T19:15:21+00:00,56.017,30
KTLX-20230704T194236-203827-412,training,2023-07-04T19:42:36+00:00,2023-07-04T20:38:27+00:00,55.85,30
KTLX-20230705T011846-022356-413,training,2023-07-05T01:18:46+00:00,2023-07-05T02:23:56+00:00,65.167,30
KTLX-20230705T063854-080242-414,training,2023-07-05T06:38:54+00:00,2023-07-05T08:02:42+00:00,83.8,30
KTLX-20230705T082522-092505-415,training,2023-07-05T08:25:22+00:00,2023-07-05T09:25:05+00:00,59.717,30
KTLX-20230705T093340-103502-416,training,2023-07-05T09:33:40+00:00,2023-07-05T10:35:02+00:00,61.367,30
KTLX-20230705T114932-124703-417,training,2023-07-05T11:49:32+00:00,2023-07-05T12:47:03+00:00,57.517,30
KTLX-20230705T132713-144036-418,training,2023-07-05T13:27:13+00:00,2023-07-05T14:40:36+00:00,73.383,30
KTLX-20230705T152900-163906-419,training,2023-07-05T15:29:00+00:00,2023-07-05T16:39:06+00:00,70.1,30
KTLX-20230705T184710-201417-420,training,2023-07-05T18:47:10+00:00,2023-07-05T20:14:17+00:00,87.117,30
KTLX-20230707T105200-121839-421,training,2023-07-07T10:52:00+00:00,2023-07-07T12:18:39+00:00,86.65,30
KTLX-20230707T124055-133849-422,training,2023-07-07T12:40:55+00:00,2023-07-07T13:38:49+00:00,57.9,30
KTLX-20230707T134243-143829-423,training,2023-07-07T13:42:43+00:00,2023-07-07T14:38:29+00:00,55.767,30
KTLX-20230708T022849-033216-424,training,2023-07-08T02:28:49+00:00,2023-07-08T03:32:16+00:00,63.45,30
KTLX-20230708T063206-072013-425,training,2023-07-08T06:32:06+00:00,2023-07-08T07:20:13+00:00,48.117,30
KTLX-20230708T101033-105606-426,training,2023-07-08T10:10:33+00:00,2023-07-08T10:56:06+00:00,45.55,30
KTLX-20230709T082400-093520-427,training,2023-07-09T08:24:00+00:00,2023-07-09T09:35:20+00:00,71.333,30
KTLX-20230709T094735-104642-428,training,2023-07-09T09:47:35+00:00,2023-07-09T10:46:42+00:00,59.117,30
KTLX-20230709T111108-121010-429,training,2023-07-09T11:11:08+00:00,2023-07-09T12:10:10+00:00,59.033,30
KTLX-20230709T123424-140342-430,training,2023-07-09T12:34:24+00:00,2023-07-09T14:03:42+00:00,89.3,30
KTLX-20230711T082828-095708-431,training,2023-07-11T08:28:28+00:00,2023-07-11T09:57:08+00:00,88.667,30
KTLX-20230711T101532-110358-432,training,2023-07-11T10:15:32+00:00,2023-07-11T11:03:58+00:00,48.433,30
KTLX-20230711T144604-155235-433,training,2023-07-11T14:46:04+00:00,2023-07-11T15:52:35+00:00,66.517,30
KTLX-20230711T165349-182034-434,training,2023-07-11T16:53:49+00:00,2023-07-11T18:20:34+00:00,86.75,30
KTLX-20230715T022304-034719-435,training,2023-07-15T02:23:04+00:00,2023-07-15T03:47:19+00:00,84.25,30
KTLX-20230715T035501-051048-436,training,2023-07-15T03:55:01+00:00,2023-07-15T05:10:48+00:00,75.783,30
KTLX-20230715T052754-063136-437,training,2023-07-15T05:27:54+00:00,2023-07-15T06:31:36+00:00,63.7,30
KTLX-20230715T064405-074710-438,training,2023-07-15T06:44:05+00:00,2023-07-15T07:47:10+00:00,63.083,30
KTLX-20230715T090009-100510-439,training,2023-07-15T09:00:09+00:00,2023-07-15T10:05:10+00:00,65.017,30
KTLX-20230715T104905-114703-440,training,2023-07-15T10:49:05+00:00,2023-07-15T11:47:03+00:00,57.967,30
KTLX-20230717T163621-174750-441,training,2023-07-17T16:36:21+00:00,2023-07-17T17:47:50+00:00,71.483,30
KTLX-20230717T185026-195036-442,training,2023-07-17T18:50:26+00:00,2023-07-17T19:50:36+00:00,60.167,30
KTLX-20230717T223953-234053-443,training,2023-07-17T22:39:53+00:00,2023-07-17T23:40:53+00:00,61.0,30
KTLX-20230718T000800-010749-444,training,2023-07-18T00:08:00+00:00,2023-07-18T01:07:49+00:00,59.817,30
KTLX-20230718T023459-033750-445,training,2023-07-18T02:34:59+00:00,2023-07-18T03:37:50+00:00,62.85,30
KTLX-20230718T043844-054326-446,training,2023-07-18T04:38:44+00:00,2023-07-18T05:43:26+00:00,64.7,30
KTLX-20230718T064708-074836-447,training,2023-07-18T06:47:08+00:00,2023-07-18T07:48:36+00:00,61.467,30
KTLX-20230718T075059-085149-448,training,2023-07-18T07:50:59+00:00,2023-07-18T08:51:49+00:00,60.833,30
KTLX-20230718T093859-104512-449,training,2023-07-18T09:38:59+00:00,2023-07-18T10:45:12+00:00,66.217,30
KTLX-20230719T002506-012718-450,training,2023-07-19T00:25:06+00:00,2023-07-19T01:27:18+00:00,62.2,30
KTLX-20230719T021700-032056-451,training,2023-07-19T02:17:00+00:00,2023-07-19T03:20:56+00:00,63.933,30
KTLX-20230719T033426-043802-452,training,2023-07-19T03:34:26+00:00,2023-07-19T04:38:02+00:00,63.6,30
KTLX-20230719T052443-062654-453,training,2023-07-19T05:24:43+00:00,2023-07-19T06:26:54+00:00,62.183,30
KTLX-20230721T052809-063838-454,training,2023-07-21T05:28:09+00:00,2023-07-21T06:38:38+00:00,70.483,30
KTLX-20230721T064233-074254-455,training,2023-07-21T06:42:33+00:00,2023-07-21T07:42:54+00:00,60.35,30
KTLX-20230721T080246-090625-456,training,2023-07-21T08:02:46+00:00,2023-07-21T09:06:25+00:00,63.65,30
KTLX-20230721T091057-102214-457,training,2023-07-21T09:10:57+00:00,2023-07-21T10:22:14+00:00,71.283,30
KTLX-20230808T083814-095817-458,training,2023-08-08T08:38:14+00:00,2023-08-08T09:58:17+00:00,80.05,30
KTLX-20230808T105004-120136-459,training,2023-08-08T10:50:04+00:00,2023-08-08T12:01:36+00:00,71.533,30
KTLX-20230808T131519-142742-460,training,2023-08-08T13:15:19+00:00,2023-08-08T14:27:42+00:00,72.383,30
KTLX-20230808T145100-155748-461,training,2023-08-08T14:51:00+00:00,2023-08-08T15:57:48+00:00,66.8,30
KTLX-20230812T043918-055205-462,training,2023-08-12T04:39:18+00:00,2023-08-12T05:52:05+00:00,72.783,30
KTLX-20230812T065908-081445-463,training,2023-08-12T06:59:08+00:00,2023-08-12T08:14:45+00:00,75.617,30
KTLX-20230812T082258-094039-464,training,2023-08-12T08:22:58+00:00,2023-08-12T09:40:39+00:00,77.683,30
KTLX-20230812T105329-120918-465,training,2023-08-12T10:53:29+00:00,2023-08-12T12:09:18+00:00,75.817,30
KTLX-20230812T124634-140320-466,training,2023-08-12T12:46:34+00:00,2023-08-12T14:03:20+00:00,76.767,30
KTLX-20230812T144947-160614-467,training,2023-08-12T14:49:47+00:00,2023-08-12T16:06:14+00:00,76.45,30
KTLX-20230812T161857-173304-468,training,2023-08-12T16:18:57+00:00,2023-08-12T17:33:04+00:00,74.117,30
KTLX-20230812T192309-204005-469,training,2023-08-12T19:23:09+00:00,2023-08-12T20:40:05+00:00,76.933,30
KTLX-20230812T204519-220111-470,training,2023-08-12T20:45:19+00:00,2023-08-12T22:01:11+00:00,75.867,30
KTLX-20230812T224116-235736-471,training,2023-08-12T22:41:16+00:00,2023-08-12T23:57:36+00:00,76.333,30
KTLX-20230813T000025-011505-472,training,2023-08-13T00:00:25+00:00,2023-08-13T01:15:05+00:00,74.667,30
