candidate,date,start,end,duration_minutes,frames,selected,split
20220729T104416-121325,2022-07-29,2022-07-29T10:44:16+00:00,2022-07-29T12:13:25+00:00,89.15,30,yes,training
20220729T173441-185743,2022-07-29,2022-07-29T17:34:41+00:00,2022-07-29T18:57:43+00:00,83.033,30,no,
20220729T201336-213253,2022-07-29,2022-07-29T20:13:36+00:00,2022-07-29T21:32:53+00:00,79.283,30,yes,training
20220729T221759-234143,2022-07-29,2022-07-29T22:17:59+00:00,2022-07-29T23:41:43+00:00,83.733,30,yes,training
20220730T054706-064829,2022-07-30,2022-07-30T05:47:06+00:00,2022-07-30T06:48:29+00:00,61.383,30,yes,training
20220730T070313-080135,2022-07-30,2022-07-30T07:03:13+00:00,2022-07-30T08:01:35+00:00,58.367,30,yes,training
20220730T085429-095150,2022-07-30,2022-07-30T08:54:29+00:00,2022-07-30T09:51:50+00:00,57.35,30,yes,training
20220730T100216-110516,2022-07-30,2022-07-30T10:02:16+00:00,2022-07-30T11:05:16+00:00,63.0,30,yes,training
20220730T111320-121350,2022-07-30,2022-07-30T11:13:20+00:00,2022-07-30T12:13:50+00:00,60.5,30,yes,training
20220730T124725-135151,2022-07-30,2022-07-30T12:47:25+00:00,2022-07-30T13:51:51+00:00,64.433,30,yes,training
20220730T141521-151734,2022-07-30,2022-07-30T14:15:21+00:00,2022-07-30T15:17:34+00:00,62.217,30,yes,training
20220730T154621-164814,2022-07-30,2022-07-30T15:46:21+00:00,2022-07-30T16:48:14+00:00,61.883,30,yes,training
20220730T172515-182605,2022-07-30,2022-07-30T17:25:15+00:00,2022-07-30T18:26:05+00:00,60.833,30,yes,training
20220730T184809-194553,2022-07-30,2022-07-30T18:48:09+00:00,2022-07-30T19:45:53+00:00,57.733,30,yes,training
20220730T204350-214411,2022-07-30,2022-07-30T20:43:50+00:00,2022-07-30T21:44:11+00:00,60.35,30,no,
20220730T225733-235420,2022-07-30,2022-07-30T22:57:33+00:00,2022-07-30T23:54:20+00:00,56.783,30,yes,training
20220731T000552-012829,2022-07-31,2022-07-31T00:05:52+00:00,2022-07-31T01:28:29+00:00,82.617,30,no,
20220731T044925-055102,2022-07-31,2022-07-31T04:49:25+00:00,2022-07-31T05:51:02+00:00,61.617,30,yes,training
20220731T061223-072241,2022-07-31,2022-07-31T06:12:23+00:00,2022-07-31T07:22:41+00:00,70.3,30,no,
20220731T075021-090218,2022-07-31,2022-07-31T07:50:21+00:00,2022-07-31T09:02:18+00:00,71.95,30,no,
20220731T090714-102209,2022-07-31,2022-07-31T09:07:14+00:00,2022-07-31T10:22:09+00:00,74.917,30,yes,training
20220731T102725-114117,2022-07-31,2022-07-31T10:27:25+00:00,2022-07-31T11:41:17+00:00,73.867,30,no,
20220731T114853-130320,2022-07-31,2022-07-31T11:48:53+00:00,2022-07-31T13:03:20+00:00,74.45,30,yes,training
20220731T130822-142517,2022-07-31,2022-07-31T13:08:22+00:00,2022-07-31T14:25:17+00:00,76.917,30,no,
20220731T153345-164931,2022-07-31,2022-07-31T15:33:45+00:00,2022-07-31T16:49:31+00:00,75.767,30,no,
20220731T165447-181206,2022-07-31,2022-07-31T16:54:47+00:00,2022-07-31T18:12:06+00:00,77.317,30,no,
20220731T184156-200008,2022-07-31,2022-07-31T18:41:56+00:00,2022-07-31T20:00:08+00:00,78.2,30,yes,training
20220731T210746-222559,2022-07-31,2022-07-31T21:07:46+00:00,2022-07-31T22:25:59+00:00,78.217,30,no,
20220801T012503-024005,2022-08-01,2022-08-01T01:25:03+00:00,2022-08-01T02:40:05+00:00,75.033,30,yes,training
20220801T024213-034327,2022-08-01,2022-08-01T02:42:13+00:00,2022-08-01T03:43:27+00:00,61.233,30,yes,training
20220801T040223-050431,2022-08-01,2022-08-01T04:02:23+00:00,2022-08-01T05:04:31+00:00,62.133,30,no,
20220801T051306-061327,2022-08-01,2022-08-01T05:13:06+00:00,2022-08-01T06:13:27+00:00,60.35,30,no,
20220801T062553-072700,2022-08-01,2022-08-01T06:25:53+00:00,2022-08-01T07:27:00+00:00,61.117,30,yes,training
20220801T082302-092331,2022-08-01,2022-08-01T08:23:02+00:00,2022-08-01T09:23:31+00:00,60.483,30,yes,training
20220801T093416-103550,2022-08-01,2022-08-01T09:34:16+00:00,2022-08-01T10:35:50+00:00,61.567,30,yes,training
20220801T104008-114450,2022-08-01,2022-08-01T10:40:08+00:00,2022-08-01T11:44:50+00:00,64.7,30,yes,training
20220801T123742-135417,2022-08-01,2022-08-01T12:37:42+00:00,2022-08-01T13:54:17+00:00,76.583,30,yes,training
20220801T143105-155004,2022-08-01,2022-08-01T14:31:05+00:00,2022-08-01T15:50:04+00:00,78.983,30,yes,training
20220801T172403-184233,2022-08-01,2022-08-01T17:24:03+00:00,2022-08-01T18:42:33+00:00,78.5,30,yes,training
20220801T190916-202625,2022-08-01,2022-08-01T19:09:16+00:00,2022-08-01T20:26:25+00:00,77.15,30,yes,training
20220802T114205-131058,2022-08-02,2022-08-02T11:42:05+00:00,2022-08-02T13:10:58+00:00,88.883,30,yes,training
20220802T224558-235958,2022-08-02,2022-08-02T22:45:58+00:00,2022-08-02T23:59:58+00:00,74.0,30,yes,training
20220803T002408-013757,2022-08-03,2022-08-03T00:24:08+00:00,2022-08-03T01:37:57+00:00,73.817,30,no,
20220804T102302-114451,2022-08-04,2022-08-04T10:23:02+00:00,2022-08-04T11:44:51+00:00,81.817,30,no,
20220810T011201-024024,2022-08-10,2022-08-10T01:12:01+00:00,2022-08-10T02:40:24+00:00,88.383,30,no,
20220902T001615-010156,2022-09-02,2022-09-02T00:16:15+00:00,2022-09-02T01:01:56+00:00,45.683,30,yes,training
20220902T011332-020010,2022-09-02,2022-09-02T01:13:32+00:00,2022-09-02T02:00:10+00:00,46.633,30,yes,training
20220902T020153-024721,2022-09-02,2022-09-02T02:01:53+00:00,2022-09-02T02:47:21+00:00,45.467,30,yes,training
20220902T030615-043205,2022-09-02,2022-09-02T03:06:15+00:00,2022-09-02T04:32:05+00:00,85.833,30,yes,training
20220916T013023-024616,2022-09-16,2022-09-16T01:30:23+00:00,2022-09-16T02:46:16+00:00,75.883,30,yes,training
20221016T002830-015304,2022-10-16,2022-10-16T00:28:30+00:00,2022-10-16T01:53:04+00:00,84.567,30,no,
20221016T015829-030405,2022-10-16,2022-10-16T01:58:29+00:00,2022-10-16T03:04:05+00:00,65.6,30,no,
20221016T052453-061036,2022-10-16,2022-10-16T05:24:53+00:00,2022-10-16T06:10:36+00:00,45.717,30,yes,training
20221016T132306-145203,2022-10-16,2022-10-16T13:23:06+00:00,2022-10-16T14:52:03+00:00,88.95,30,yes,training
20221024T122012-132235,2022-10-24,2022-10-24T12:20:12+00:00,2022-10-24T13:22:35+00:00,62.383,30,yes,training
20221024T134545-143338,2022-10-24,2022-10-24T13:45:45+00:00,2022-10-24T14:33:38+00:00,47.883,30,yes,training
20221024T144459-153431,2022-10-24,2022-10-24T14:44:59+00:00,2022-10-24T15:34:31+00:00,49.533,30,yes,training
20221024T154747-163543,2022-10-24,2022-10-24T15:47:47+00:00,2022-10-24T16:35:43+00:00,47.933,30,yes,training
20221024T164736-173521,2022-10-24,2022-10-24T16:47:36+00:00,2022-10-24T17:35:21+00:00,47.75,30,yes,training
20221024T180339-185138,2022-10-24,2022-10-24T18:03:39+00:00,2022-10-24T18:51:38+00:00,47.983,30,yes,training
20221024T190955-195506,2022-10-24,2022-10-24T19:09:55+00:00,2022-10-24T19:55:06+00:00,45.183,30,yes,training
20221024T230718-235337,2022-10-24,2022-10-24T23:07:18+00:00,2022-10-24T23:53:37+00:00,46.317,30,yes,training
20221025T002414-011232,2022-10-25,2022-10-25T00:24:14+00:00,2022-10-25T01:12:32+00:00,48.3,30,yes,training
20221104T093515-110136,2022-11-04,2022-11-04T09:35:15+00:00,2022-11-04T11:01:36+00:00,86.35,30,no,
20221104T110555-120334,2022-11-04,2022-11-04T11:05:55+00:00,2022-11-04T12:03:34+00:00,57.65,30,yes,training
20221104T124633-134330,2022-11-04,2022-11-04T12:46:33+00:00,2022-11-04T13:43:30+00:00,56.95,30,yes,training
20221104T140237-145840,2022-11-04,2022-11-04T14:02:37+00:00,2022-11-04T14:58:40+00:00,56.05,30,no,
20221104T151226-161201,2022-11-04,2022-11-04T15:12:26+00:00,2022-11-04T16:12:01+00:00,59.583,30,yes,training
20221104T161425-172314,2022-11-04,2022-11-04T16:14:25+00:00,2022-11-04T17:23:14+00:00,68.817,30,no,
20221104T172504-181433,2022-11-04,2022-11-04T17:25:04+00:00,2022-11-04T18:14:33+00:00,49.483,30,yes,training
20221104T192116-200707,2022-11-04,2022-11-04T19:21:16+00:00,2022-11-04T20:07:07+00:00,45.85,30,yes,training
20221104T201325-205900,2022-11-04,2022-11-04T20:13:25+00:00,2022-11-04T20:59:00+00:00,45.583,30,yes,training
20221104T213626-223553,2022-11-04,2022-11-04T21:36:26+00:00,2022-11-04T22:35:53+00:00,59.45,30,no,
20221104T223824-235822,2022-11-04,2022-11-04T22:38:24+00:00,2022-11-04T23:58:22+00:00,79.967,30,yes,training
20221105T004754-021455,2022-11-05,2022-11-05T00:47:54+00:00,2022-11-05T02:14:55+00:00,87.017,30,yes,training
20221105T021943-034324,2022-11-05,2022-11-05T02:19:43+00:00,2022-11-05T03:43:24+00:00,83.683,30,yes,training
20221105T035734-044338,2022-11-05,2022-11-05T03:57:34+00:00,2022-11-05T04:43:38+00:00,46.067,30,yes,training
20221210T013302-025916,2022-12-10,2022-12-10T01:33:02+00:00,2022-12-10T02:59:16+00:00,86.233,30,yes,training
20221210T032804-043549,2022-12-10,2022-12-10T03:28:04+00:00,2022-12-10T04:35:49+00:00,67.75,30,yes,training
20221210T043744-060146,2022-12-10,2022-12-10T04:37:44+00:00,2022-12-10T06:01:46+00:00,84.033,30,no,
20221213T040330-053234,2022-12-13,2022-12-13T04:03:30+00:00,2022-12-13T05:32:34+00:00,89.067,30,yes,training
20221213T063343-072944,2022-12-13,2022-12-13T06:33:43+00:00,2022-12-13T07:29:44+00:00,56.017,30,yes,training
20221213T075319-084618,2022-12-13,2022-12-13T07:53:19+00:00,2022-12-13T08:46:18+00:00,52.983,30,yes,training
20221213T090848-100515,2022-12-13,2022-12-13T09:08:48+00:00,2022-12-13T10:05:15+00:00,56.45,30,yes,training
20221213T105420-114738,2022-12-13,2022-12-13T10:54:20+00:00,2022-12-13T11:47:38+00:00,53.3,30,yes,training
20221213T115926-124726,2022-12-13,2022-12-13T11:59:26+00:00,2022-12-13T12:47:26+00:00,48.0,30,yes,training
20221213T125044-133733,2022-12-13,2022-12-13T12:50:44+00:00,2022-12-13T13:37:33+00:00,46.817,30,no,
20221213T150245-155318,2022-12-13,2022-12-13T15:02:45+00:00,2022-12-13T15:53:18+00:00,50.55,30,no,
20221213T161701-171904,2022-12-13,2022-12-13T16:17:01+00:00,2022-12-13T17:19:04+00:00,62.05,30,yes,training
20221213T172116-182414,2022-12-13,2022-12-13T17:21:16+00:00,2022-12-13T18:24:14+00:00,62.967,30,yes,training
20230102T204424-220942,2023-01-02,2023-01-02T20:44:24+00:00,2023-01-02T22:09:42+00:00,85.3,30,yes,training
20230102T221141-225706,2023-01-02,2023-01-02T22:11:41+00:00,2023-01-02T22:57:06+00:00,45.417,30,yes,training
20230103T000513-005855,2023-01-03,2023-01-03T00:05:13+00:00,2023-01-03T00:58:55+00:00,53.7,30,no,
20230103T012403-022719,2023-01-03,2023-01-03T01:24:03+00:00,2023-01-03T02:27:19+00:00,63.267,30,yes,training
20230103T022904-035904,2023-01-03,2023-01-03T02:29:04+00:00,2023-01-03T03:59:04+00:00,90.0,30,yes,training
20230216T000536-012134,2023-02-16,2023-02-16T00:05:36+00:00,2023-02-16T01:21:34+00:00,75.967,30,yes,training
20230216T015346-024354,2023-02-16,2023-02-16T01:53:46+00:00,2023-02-16T02:43:54+00:00,50.133,30,yes,training
20230216T025610-034111,2023-02-16,2023-02-16T02:56:10+00:00,2023-02-16T03:41:11+00:00,45.017,30,yes,training
20230216T045229-061903,2023-02-16,2023-02-16T04:52:29+00:00,2023-02-16T06:19:03+00:00,86.567,30,no,
20230222T065034-075540,2023-02-22,2023-02-22T06:50:34+00:00,2023-02-22T07:55:40+00:00,65.1,30,yes,training
20230222T080915-090356,2023-02-22,2023-02-22T08:09:15+00:00,2023-02-22T09:03:56+00:00,54.683,30,yes,training
20230222T092039-101321,2023-02-22,2023-02-22T09:20:39+00:00,2023-02-22T10:13:21+00:00,52.7,30,no,
20230222T102049-111720,2023-02-22,2023-02-22T10:20:49+00:00,2023-02-22T11:17:20+00:00,56.517,30,yes,training
20230222T113732-123523,2023-02-22,2023-02-22T11:37:32+00:00,2023-02-22T12:35:23+00:00,57.85,30,yes,training
20230222T125423-135145,2023-02-22,2023-02-22T12:54:23+00:00,2023-02-22T13:51:45+00:00,57.367,30,yes,training
20230222T140539-150304,2023-02-22,2023-02-22T14:05:39+00:00,2023-02-22T15:03:04+00:00,57.417,30,no,
20230222T151059-160624,2023-02-22,2023-02-22T15:10:59+00:00,2023-02-22T16:06:24+00:00,55.417,30,no,
20230222T162128-170920,2023-02-22,2023-02-22T16:21:28+00:00,2023-02-22T17:09:20+00:00,47.867,30,no,
20230222T171858-183355,2023-02-22,2023-02-22T17:18:58+00:00,2023-02-22T18:33:55+00:00,74.95,30,yes,training
20230227T003541-013612,2023-02-27,2023-02-27T00:35:41+00:00,2023-02-27T01:36:12+00:00,60.517,30,no,
20230227T014649-024725,2023-02-27,2023-02-27T01:46:49+00:00,2023-02-27T02:47:25+00:00,60.6,30,no,
20230227T031015-035822,2023-02-27,2023-02-27T03:10:15+00:00,2023-02-27T03:58:22+00:00,48.117,30,no,
20230227T042227-050813,2023-02-27,2023-02-27T04:22:27+00:00,2023-02-27T05:08:13+00:00,45.767,30,yes,training
20230227T053604-062222,2023-02-27,2023-02-27T05:36:04+00:00,2023-02-27T06:22:22+00:00,46.3,30,yes,training
20230302T212146-221427,2023-03-02,2023-03-02T21:21:46+00:00,2023-03-02T22:14:27+00:00,52.683,30,yes,training
20230303T002027-010632,2023-03-03,2023-03-03T00:20:27+00:00,2023-03-03T01:06:32+00:00,46.083,30,yes,training
20230303T013108-022934,2023-03-03,2023-03-03T01:31:08+00:00,2023-03-03T02:29:34+00:00,58.433,30,no,
20230303T023749-035535,2023-03-03,2023-03-03T02:37:49+00:00,2023-03-03T03:55:35+00:00,77.767,30,yes,training
20230303T040842-052422,2023-03-03,2023-03-03T04:08:42+00:00,2023-03-03T05:24:22+00:00,75.667,30,yes,training
20230303T053118-064234,2023-03-03,2023-03-03T05:31:18+00:00,2023-03-03T06:42:34+00:00,71.267,30,no,
20230303T064441-074858,2023-03-03,2023-03-03T06:44:41+00:00,2023-03-03T07:48:58+00:00,64.283,30,no,
20230303T082546-093847,2023-03-03,2023-03-03T08:25:46+00:00,2023-03-03T09:38:47+00:00,73.017,30,yes,training
20230303T094123-105156,2023-03-03,2023-03-03T09:41:23+00:00,2023-03-03T10:51:56+00:00,70.55,30,yes,training
20230303T110502-120332,2023-03-03,2023-03-03T11:05:02+00:00,2023-03-03T12:03:32+00:00,58.5,30,no,
20230303T122617-132400,2023-03-03,2023-03-03T12:26:17+00:00,2023-03-03T13:24:00+00:00,57.717,30,yes,training
20230312T011437-021631,2023-03-12,2023-03-12T01:14:37+00:00,2023-03-12T02:16:31+00:00,61.9,30,yes,training
20230312T022240-032547,2023-03-12,2023-03-12T02:22:40+00:00,2023-03-12T03:25:47+00:00,63.117,30,no,
20230312T032808-044033,2023-03-12,2023-03-12T03:28:08+00:00,2023-03-12T04:40:33+00:00,72.417,30,yes,training
20230312T045024-060305,2023-03-12,2023-03-12T04:50:24+00:00,2023-03-12T06:03:05+00:00,72.683,30,yes,training
20230312T060818-071210,2023-03-12,2023-03-12T06:08:18+00:00,2023-03-12T07:12:10+00:00,63.867,30,yes,training
20230312T071400-084144,2023-03-12,2023-03-12T07:14:00+00:00,2023-03-12T08:41:44+00:00,87.733,30,yes,training
20230312T115308-131337,2023-03-12,2023-03-12T11:53:08+00:00,2023-03-12T13:13:37+00:00,80.483,30,yes,training
20230316T155650-171318,2023-03-16,2023-03-16T15:56:50+00:00,2023-03-16T17:13:18+00:00,76.467,30,no,
20230316T180625-192439,2023-03-16,2023-03-16T18:06:25+00:00,2023-03-16T19:24:39+00:00,78.233,30,yes,training
20230316T192731-202113,2023-03-16,2023-03-16T19:27:31+00:00,2023-03-16T20:21:13+00:00,53.7,30,yes,training
20230316T205804-214524,2023-03-16,2023-03-16T20:58:04+00:00,2023-03-16T21:45:24+00:00,47.333,30,yes,training
20230316T222212-234210,2023-03-16,2023-03-16T22:22:12+00:00,2023-03-16T23:42:10+00:00,79.967,30,yes,training
20230402T215435-230744,2023-04-02,2023-04-02T21:54:35+00:00,2023-04-02T23:07:44+00:00,73.15,30,no,
20230403T003844-013911,2023-04-03,2023-04-03T00:38:44+00:00,2023-04-03T01:39:11+00:00,60.45,30,yes,training
20230414T200542-212136,2023-04-14,2023-04-14T20:05:42+00:00,2023-04-14T21:21:36+00:00,75.9,30,yes,training
20230414T212537-222559,2023-04-14,2023-04-14T21:25:37+00:00,2023-04-14T22:25:59+00:00,60.367,30,yes,training
20230415T011544-021718,2023-04-15,2023-04-15T01:15:44+00:00,2023-04-15T02:17:18+00:00,61.567,30,yes,training
20230415T021917-034536,2023-04-15,2023-04-15T02:19:17+00:00,2023-04-15T03:45:36+00:00,86.317,30,yes,training
20230419T222437-233325,2023-04-19,2023-04-19T22:24:37+00:00,2023-04-19T23:33:25+00:00,68.8,30,yes,training
20230420T002044-010844,2023-04-20,2023-04-20T00:20:44+00:00,2023-04-20T01:08:44+00:00,48.0,30,yes,training
20230420T011339-020236,2023-04-20,2023-04-20T01:13:39+00:00,2023-04-20T02:02:36+00:00,48.95,30,yes,training
20230420T020928-025821,2023-04-20,2023-04-20T02:09:28+00:00,2023-04-20T02:58:21+00:00,48.883,30,yes,training
20230420T030134-034746,2023-04-20,2023-04-20T03:01:34+00:00,2023-04-20T03:47:46+00:00,46.2,30,yes,training
20230420T091502-100600,2023-04-20,2023-04-20T09:15:02+00:00,2023-04-20T10:06:00+00:00,50.967,30,yes,training
20230507T001527-013311,2023-05-07,2023-05-07T00:15:27+00:00,2023-05-07T01:33:11+00:00,77.733,30,yes,training
20230507T015720-031544,2023-05-07,2023-05-07T01:57:20+00:00,2023-05-07T03:15:44+00:00,78.4,30,yes,training
20230507T033649-045129,2023-05-07,2023-05-07T03:36:49+00:00,2023-05-07T04:51:29+00:00,74.667,30,yes,training
20230507T050358-060643,2023-05-07,2023-05-07T05:03:58+00:00,2023-05-07T06:06:43+00:00,62.75,30,no,
20230507T064826-074926,2023-05-07,2023-05-07T06:48:26+00:00,2023-05-07T07:49:26+00:00,61.0,30,no,
20230507T080845-093523,2023-05-07,2023-05-07T08:08:45+00:00,2023-05-07T09:35:23+00:00,86.633,30,no,
20230511T181649-193835,2023-05-11,2023-05-11T18:16:49+00:00,2023-05-11T19:38:35+00:00,81.767,30,yes,training
20230511T203356-215822,2023-05-11,2023-05-11T20:33:56+00:00,2023-05-11T21:58:22+00:00,84.433,30,yes,training
20230511T220028-230729,2023-05-11,2023-05-11T22:00:28+00:00,2023-05-11T23:07:29+00:00,67.017,30,yes,training
20230512T000003-004620,2023-05-12,2023-05-12T00:00:03+00:00,2023-05-12T00:46:20+00:00,46.283,30,no,
20230512T005111-013717,2023-05-12,2023-05-12T00:51:11+00:00,2023-05-12T01:37:17+00:00,46.1,30,yes,training
20230512T014021-022729,2023-05-12,2023-05-12T01:40:21+00:00,2023-05-12T02:27:29+00:00,47.133,30,yes,training
20230512T031605-040530,2023-05-12,2023-05-12T03:16:05+00:00,2023-05-12T04:05:30+00:00,49.417,30,yes,training
20230512T041345-050034,2023-05-12,2023-05-12T04:13:45+00:00,2023-05-12T05:00:34+00:00,46.817,30,yes,training
20230512T060251-065337,2023-05-12,2023-05-12T06:02:51+00:00,2023-05-12T06:53:37+00:00,50.767,30,yes,training
20230512T082020-093218,2023-05-12,2023-05-12T08:20:20+00:00,2023-05-12T09:32:18+00:00,71.967,30,yes,training
20230512T101421-111348,2023-05-12,2023-05-12T10:14:21+00:00,2023-05-12T11:13:48+00:00,59.45,30,no,
20230512T114354-125444,2023-05-12,2023-05-12T11:43:54+00:00,2023-05-12T12:54:44+00:00,70.833,30,yes,training
20230512T182101-193956,2023-05-12,2023-05-12T18:21:01+00:00,2023-05-12T19:39:56+00:00,78.917,30,yes,training
20230512T200838-212035,2023-05-12,2023-05-12T20:08:38+00:00,2023-05-12T21:20:35+00:00,71.95,30,no,
20230512T223447-235304,2023-05-12,2023-05-12T22:34:47+00:00,2023-05-12T23:53:04+00:00,78.283,30,no,
20230513T010135-022436,2023-05-13,2023-05-13T01:01:35+00:00,2023-05-13T02:24:36+00:00,83.017,30,yes,training
20230513T025349-035825,2023-05-13,2023-05-13T02:53:49+00:00,2023-05-13T03:58:25+00:00,64.6,30,yes,training
20230513T041540-051052,2023-05-13,2023-05-13T04:15:40+00:00,2023-05-13T05:10:52+00:00,55.2,30,yes,training
20230513T055840-065836,2023-05-13,2023-05-13T05:58:40+00:00,2023-05-13T06:58:36+00:00,59.933,30,yes,training
20230513T071259-080725,2023-05-13,2023-05-13T07:12:59+00:00,2023-05-13T08:07:25+00:00,54.433,30,yes,training
20230513T083313-093014,2023-05-13,2023-05-13T08:33:13+00:00,2023-05-13T09:30:14+00:00,57.017,30,yes,training
20230513T111515-120901,2023-05-13,2023-05-13T11:15:15+00:00,2023-05-13T12:09:01+00:00,53.767,30,yes,training
20230513T125607-134359,2023-05-13,2023-05-13T12:56:07+00:00,2023-05-13T13:43:59+00:00,47.867,30,yes,training
20230513T141749-150530,2023-05-13,2023-05-13T14:17:49+00:00,2023-05-13T15:05:30+00:00,47.683,30,yes,training
20230513T160450-164951,2023-05-13,2023-05-13T16:04:50+00:00,2023-05-13T16:49:51+00:00,45.017,30,yes,training
20230513T205041-213743,2023-05-13,2023-05-13T20:50:41+00:00,2023-05-13T21:37:43+00:00,47.033,30,yes,training
20230513T221103-230757,2023-05-13,2023-05-13T22:11:03+00:00,2023-05-13T23:07:57+00:00,56.9,30,yes,training
20230514T005044-014625,2023-05-14,2023-05-14T00:50:44+00:00,2023-05-14T01:46:25+00:00,55.683,30,yes,training
20230514T054715-063247,2023-05-14,2023-05-14T05:47:15+00:00,2023-05-14T06:32:47+00:00,45.533,30,yes,training
20230514T065739-080326,2023-05-14,2023-05-14T06:57:39+00:00,2023-05-14T08:03:26+00:00,65.783,30,yes,training
20230514T090039-101507,2023-05-14,2023-05-14T09:00:39+00:00,2023-05-14T10:15:07+00:00,74.467,30,yes,training
20230514T113004-124607,2023-05-14,2023-05-14T11:30:04+00:00,2023-05-14T12:46:07+00:00,76.05,30,no,
20230514T133926-145829,2023-05-14,2023-05-14T13:39:26+00:00,2023-05-14T14:58:29+00:00,79.05,30,yes,training
20230514T151421-163005,2023-05-14,2023-05-14T15:14:21+00:00,2023-05-14T16:30:05+00:00,75.733,30,yes,training
20230514T171624-182328,2023-05-14,2023-05-14T17:16:24+00:00,2023-05-14T18:23:28+00:00,67.067,30,yes,training
20230514T182818-193837,2023-05-14,2023-05-14T18:28:18+00:00,2023-05-14T19:38:37+00:00,70.317,30,yes,training
20230514T195858-210443,2023-05-14,2023-05-14T19:58:58+00:00,2023-05-14T21:04:43+00:00,65.75,30,yes,training
20230514T213143-223259,2023-05-14,2023-05-14T21:31:43+00:00,2023-05-14T22:32:59+00:00,61.267,30,yes,training
20230514T225336-235815,2023-05-14,2023-05-14T22:53:36+00:00,2023-05-14T23:58:15+00:00,64.65,30,yes,training
20230515T001135-011333,2023-05-15,2023-05-15T00:11:35+00:00,2023-05-15T01:13:33+00:00,61.967,30,yes,training
20230515T024232-034531,2023-05-15,2023-05-15T02:42:32+00:00,2023-05-15T03:45:31+00:00,62.983,30,no,
20230515T052450-063438,2023-05-15,2023-05-15T05:24:50+00:00,2023-05-15T06:34:38+00:00,69.8,30,yes,training
20230515T075825-091527,2023-05-15,2023-05-15T07:58:25+00:00,2023-05-15T09:15:27+00:00,77.033,30,yes,training
20230515T101658-113339,2023-05-15,2023-05-15T10:16:58+00:00,2023-05-15T11:33:39+00:00,76.683,30,yes,training
20230515T120605-131757,2023-05-15,2023-05-15T12:06:05+00:00,2023-05-15T13:17:57+00:00,71.867,30,yes,training
20230515T141415-152940,2023-05-15,2023-05-15T14:14:15+00:00,2023-05-15T15:29:40+00:00,75.417,30,no,
20230515T160403-172224,2023-05-15,2023-05-15T16:04:03+00:00,2023-05-15T17:22:24+00:00,78.35,30,yes,training
20230515T173023-184800,2023-05-15,2023-05-15T17:30:23+00:00,2023-05-15T18:48:00+00:00,77.617,30,yes,training
20230515T200526-210550,2023-05-15,2023-05-15T20:05:26+00:00,2023-05-15T21:05:50+00:00,60.4,30,yes,training
20230515T214747-224617,2023-05-15,2023-05-15T21:47:47+00:00,2023-05-15T22:46:17+00:00,58.5,30,yes,training
20230515T225933-235857,2023-05-15,2023-05-15T22:59:33+00:00,2023-05-15T23:58:57+00:00,59.4,30,no,
20230516T003145-012919,2023-05-16,2023-05-16T00:31:45+00:00,2023-05-16T01:29:19+00:00,57.567,30,yes,training
20230516T013704-023513,2023-05-16,2023-05-16T01:37:04+00:00,2023-05-16T02:35:13+00:00,58.15,30,no,
20230516T031529-041347,2023-05-16,2023-05-16T03:15:29+00:00,2023-05-16T04:13:47+00:00,58.3,30,yes,training
20230516T050410-060434,2023-05-16,2023-05-16T05:04:10+00:00,2023-05-16T06:04:34+00:00,60.4,30,yes,training
20230516T062145-072522,2023-05-16,2023-05-16T06:21:45+00:00,2023-05-16T07:25:22+00:00,63.617,30,yes,training
20230519T095636-105630,2023-05-19,2023-05-19T09:56:36+00:00,2023-05-19T10:56:30+00:00,59.9,30,yes,training
20230519T110029-115545,2023-05-19,2023-05-19T11:00:29+00:00,2023-05-19T11:55:45+00:00,55.267,30,no,
20230519T121215-130306,2023-05-19,2023-05-19T12:12:15+00:00,2023-05-19T13:03:06+00:00,50.85,30,yes,training
20230519T130502-135936,2023-05-19,2023-05-19T13:05:02+00:00,2023-05-19T13:59:36+00:00,54.567,30,yes,training
20230519T140942-150121,2023-05-19,2023-05-19T14:09:42+00:00,2023-05-19T15:01:21+00:00,51.65,30,no,
20230519T150434-155309,2023-05-19,2023-05-19T15:04:34+00:00,2023-05-19T15:53:09+00:00,48.583,30,yes,training
20230519T155634-164144,2023-05-19,2023-05-19T15:56:34+00:00,2023-05-19T16:41:44+00:00,45.167,30,yes,training
20230519T170326-174900,2023-05-19,2023-05-19T17:03:26+00:00,2023-05-19T17:49:00+00:00,45.567,30,yes,training
20230519T191906-200429,2023-05-19,2023-05-19T19:19:06+00:00,2023-05-19T20:04:29+00:00,45.383,30,no,
20230519T201102-210201,2023-05-19,2023-05-19T20:11:02+00:00,2023-05-19T21:02:01+00:00,50.983,30,yes,training
20230519T211312-220430,2023-05-19,2023-05-19T21:13:12+00:00,2023-05-19T22:04:30+00:00,51.3,30,yes,training
20230519T222654-231329,2023-05-19,2023-05-19T22:26:54+00:00,2023-05-19T23:13:29+00:00,46.583,30,yes,training
20230520T013729-024130,2023-05-20,2023-05-20T01:37:29+00:00,2023-05-20T02:41:30+00:00,64.017,30,yes,training
20230522T224542-235434,2023-05-22,2023-05-22T22:45:42+00:00,2023-05-22T23:54:34+00:00,68.867,30,yes,training
20230523T005834-015709,2023-05-23,2023-05-23T00:58:34+00:00,2023-05-23T01:57:09+00:00,58.583,30,yes,training
20230523T020729-032705,2023-05-23,2023-05-23T02:07:29+00:00,2023-05-23T03:27:05+00:00,79.6,30,yes,training
